Structure [idcode]	Molecule Name	_SMILES	_CXSMILES_Data	Stereo Centers	cLogP	H-Acceptors	H-Donors	Stereo Centers 2
ek`RJ@@DLKD`CLfalbbbVRfaTbrRabTHXdtBRVvZj@ajjjZZ`d@@ !BYQ|lYq}eTv\@?oy?im~{J{lkGqjfw?Elnrl_Fai`GqieGq|ZYQ~]\M~YWBa?GoMGHraobe|Eba@	PV-007321723587	COCC1(NC(=O)C2=C3NC(=O)N(C)C3=CC=C2)CN(C(=O)C2=C(C)C=CO2)C1		0	0.9978	9	2	3
fbmqB@AV}hDadTbVTvfbbJHsdoQjjjffjjP@@ !B?`C_LyndiJQGCJRd?`C~@M?Fb@JH?_x@FBqgKFU`XFTZXELXTq`	Z5548955965	CCC1=NN(C)C(C(=O)NC23CCCCC(F)(C2)C3)=C1		0	1.7357	4	1	1
fmoHa@HXldqPAByAJWYW[Yun]pRR`qzNe`@fjjZjhhciEU`x@ !BmpJYw{lkosE}mw?~@k]}mwvw@k]}mw?~@k\@?`C~?g?~_?y?bGuXsOy?@O{~_?y?@Ox@?`	PV-009003904218	O=C(N[C@H]1C[C@@H](NC(=O)[C@H]2C[C@H](CF)C2)C1)C1=CC=C(C2=CSN=N2)C=C1		0	2.5132	6	2	2
flea`@I@PKHiiBihlhdbTbejjZjjj`@@ !B^KPPUZe@_?{}bA@jDBjVPGbKDBjiOq@jDBk}b@C~@h`Bb@C~	Z3292704194	CN(CCC1CCCCC1)C(=O)CC1(C(=O)O)CC1		0	1.9536	4	1	2
fmoXb@LTExL^S@DISMwZkvrz~JV|gOQtsMUUMT@UP@@@ !BTqaSYq}eFf@_Fah_JxS@ik~IcL\ZXOVo}Z|ZXHsGTqa`FbpX?`@XTyg@aERDUIg@f\@_F`	Z4447692619	COC1=CC=C2C(=C1)N=C(CNC(=O)C1=NN=C(C3CCNCC3)S1)N2C		0	0.9455	8	2	2
fa{i@@DLuyhLbbbbRTTrRUfVoAcdk^mTuT`tASI@@@ !Bf\@_FhQTnrnYpIg@XFV{Jyg@aERDUMKOim|_FfAebOv@Sklknrl_Foy?Tv\_YP	PV-003707337113	CCN(CC1=CC=C2NC=CC2=C1)C(=O)C1=NC=NN2C=CC=C12		0	1.3411	6	1	2
fnkqa@EQSppPXc@cHhhmH\idheeBLdiNZmiZjijfjjX@@ !B}C`@XPT`baA\Ura\UrM\Ura\JEs@fURDFa|ZGqh_XFUSY?y?KF]eG}y?|Mt	Z4472054436	O=C(CCC1=NC(C2CC2)=NO1)N1CC(O)(C2=CSC=C2Br)C1		0	2.6844	6	1	1
ff}PR@JJHrQPXfQQQQFEQQQRzc@iifihBHj`@@ !BFa}`YUMgFBs~_rqg_?{PsPTs?Xa??ovH?[]??`JH_?xBm?vw?Xa??ovw	Z4311349205	COC1=CC(C)=C(NC(=O)C2=C(Br)C(OC)=NO2)C(C)=C1C		0	3.2397	6	1	1
fi{h`@L^rVhDYEDhiDkIUEheChvkUZuUUUUTuUR@@ !BIPLBmw?~@Oy}mwvH?g?~@@C~_?y?yYndiJS~_?y?bGvw_Xa}tMINouR{pIf{J{lk	Z4482357426	CCN1C=NN=C1CN(C)CC12CC(CN(C(=O)OC(C)(C)C)C1)C2		0	1.3982	7	0	1
feg`p@I@PKqZyEDeMCEDhceLiJ\]zJViejB`Ijj`@@ !B_?{}m?vH_?y??ovw?X`Bmw?~?[_}bG?~@k]??ovH?[_}mpJw?[]Z@w?~?[^w@hc}?[\	PV-009435975867	CC(C)(C)OC(=O)C1=CC=C2C(=C1)OCCN2C(=O)C1=CC=CC(=O)O1		0	2.0331	7	0	1
fikh`@LNbfhDYEDhiDkBhidhehqVmUUMUPAEP@@ !BT?{}bOvw@ha??`JwmpJH?PJH?[_}mpJw_?y??ovw?Xa??`Jw?[_}mw?~@k\Bm?vw	PV-002950540680	CNC1=CC(C)=NC(N(C)CC2=CN(C(=O)OC(C)(C)C)CCC2)=N1		0	2.7639	7	1	1
figHb@FQSePPXbSJw\wON|tyXJ\u[@DTuMTmTT`@@ !BJ{lZG}~fJ{lknqh_wz[@fRn{UHPZG{mTJ{m`YUMgJ{nH@oy?KF^H?Xc}?g~H@oy?	PV-009055677416	CC1=NC2=C(C(=O)N(C3=CC(Br)=CC=C3)C3COC3)C=NN2C(C)=C1		0	2.1879	6	0	3
ffcyb@LDdGIZpPX@QddafRRttRRRdjJRuVjji`@ib@@ !BMpNdYHsGl}`]c|BfTd~xBrBy`W~fwvAenrl_Fj[_nrn{Jz[_?g}SYq}e	Z1668950178	NS(=O)(=O)N1CCCN(C(=O)C2=CN=C3NN=NC3=C2)CC1		0	-0.9324	10	2	3
ek`ZL@@DCHli`@jlbbbbRbbvRjTtRRd\l|BbVvZijiifi`@j`@@ !Bf\BDUA|ZXFVYpIg@nrnDUHQTGqjDUOy?GqjYpKlkGvUSYpC^@M{B|DOH@M{B|CsW@Mx@wcsWOM\	PV-004657204151	CC1=CN=CC(C(=O)NCC2CCN(C(=O)C3=C(C)C=CC4=NON=C34)CC2)=C1		0	2.9323	8	1	2
fkx`@LZ}EMU`QdTRbdSTVbVRbbTTTsvl{UUUURuSTsL@@ !BT~GMsuLXKF^?L]KPYuLXKBqgosF?LULXs\}SFAi`_?ygKFU`Gqh_Fklkf\@_Foy?GqiSYyg@GvT	Z3632995819	CN(CCN(C)C(=O)OC(C)(C)C)CC1=CN(CC2=CC=CC3=NC=CN23)N=N1		0	0.5043	9	0	2
fdeq@@I^BCIEIddTeDlscA^CUUUUKUP@@ !BFa?_ifAeTv]`Foy?KF\lYqaStMKPtmCRilBH?XANaES@fP	Z4655668862	COC12CCC(NCCC3=CN(C)N=C3)(CC1)C2		0	0.6007	4	1	3
feghc@M^JvZd`BNR@iCIEDUHYhlhhXdmbeg]GSMTuUS@AT@@@ !BAU}WWG}a}D]G|u}z^b@EWu}zfylEHK\B@h`Bb@JH@O{}bEhC@hc}b@C~@h`Bb@C~@h`	PV-005195138729	CC1=CC(C(F)(F)C(=O)N2CC(N(C)C(=O)C3=CC=C(N)N=N3)C2)=CS1		0	0.9383	7	1	1
f`qH`@DJLxElbbbTfaRgAV\uUTuMP@@ !Bj_]Tn}~YpJYeG}~Y`Hgrk|D@s\~{ULD@otzw?Tz@	Z4591680496	CC1=NON=C1CC(=O)N(C)C1(CN)CC1		0	-0.1706	6	1	2
fncHa@BLmzJPQ@PcHhheEdddcHTfRlzBBbjnVjH@@ !BZNpQ@KAmcqIh{FclQwO~@KAmw|YGCFcl[[C_vVcl_?yqowF@_?y??g?~_?x	Z5061596514	CCCCS(=O)(=O)N1CCCN(C2=CC(C#N)=NC=C2Cl)CC1		0	2.2991	6	0	3
fikQc@LF`cH@alavPrRPsQIJKIKQFSS`iVjB@@HZj@@@ !Bm?vH@ovH@k]??`JH?[_}b@JH_?y??`C~?Xc}b@JH@ha??ovH?Xc}mpJHbOvw@`JH	Z4000213249	CC(=O)C1=CC=C(N(CC2=CC=C(C(C)(F)F)C=N2)S(C)(=O)=O)C=C1		0	1.8643	5	0	1
fnki@@DLT{HLbbbbrTRRRTjdhIXijujifB`jJbP@@ !Bf\@_FhQTnrnYpCF@pIf{J}CR@hbfwq|ZFfC@iklknro@iai`?g|_Fa}eTv\	Z6276314308	CN(CC1=CC=C2C=CNC2=C1)C(=O)C1=CN2NCCCC2=N1		0	1.2557	6	2	1
fcQb@KUMvX@cIEDhdeYeDeBeMHR`eIro]@dQM@ATuTD@@ !B?g|_FhPkGvUSYyg_XAjYww?~GvU`FhPkilA`Fj[@aBm`Ff@ZaBnfpJ[@nuP_YZ[@@LFI`J?r	PV-009350712861	CC1=CSC2=C(CC(=O)NC3=CC(CNC(=O)C4(O)CC4)=CC=C3)C=CC=C12		0	2.8959	5	3	1
ffcIb@DDEzIZ`bDfVwe]enIPuhyffjjijVj@@ !BwzZ{J|wPmpJ?LPJHJxPBbOvH@OxBb@JH@OxPJfacNjCXcKOX@M{rdK~I	Z3548093743	CC1=C(CN2CCC(C3=NOC=C3C(=O)O)CC2)C(Cl)=NN1		0	0.1777	7	2	1
fakab`BLMxDaJPkHMdNrFQQQQJKPzSHjSbhySfBHhfjjjb`@@ !BtMIN`AaSYrsPtcF?tMKOsTz@FELXTsF?YrpXTq}e?`@_FeLXGqieXFU`GvU`F`	Z4669959811	CCOC1=CC=C(F)C(NC(=O)C23CC(C(F)(F)F)(CO2)C3)=C1F		0	2.5426	4	1	3
fmwQb@IJxzX@cIEEECdhhiDYTebTrWhzefjijh@Jh@@ !BTv]`YW?~KF_~_q`l?Xc}mq`l?[_PsW?~@k]Noq`l?[]oJiY@?[\Bmw?~?[_}mw?~_?{}mp	PV-009443250652	COC1=CC=C2CCN(CC(=O)C3=CC=C(CNC(C)=O)S3)C(C)(C)C2=C1		0	2.857	5	1	2
fj}qb@LDUKpPAFRJIKZYRJHzDhschtuTuTuUL@@ !B?`A`YULXXAhlFBpX?`AeXM~fUHQeXF@ZGvUeXI[|aBmeXF@ZYV@ZGp	Z4047480480	CC(C)OC(=O)C1(NC(=O)C2=CN3CCSC3=N2)CCC1		0	1.0203	6	1	1
fj}qA@BTxhFIJHrJJIIZEQQJIgHirV@`ihBB``@@ !Bnrnfwq|Znrm`Y[lkGqjfwq|Znrm`YVAeim~DUFAeTv]`YXQT?g|lYp	PV-008923795504	O=C(CC1=CC=CC2=C1CCC2)NC1=C(Br)C=C(Cl)N=N1		0	3.5702	4	1	3
fcopa@INJHHIADadTfbLtRVTtTRTrlyhykjjfjjX@@B`@@ !BDZs~@G?~@Oy??oy?@OxBmpJH@O{}b@JH@hc}b@JH?X`@?`JH@k_}b@C~@OxBb@Jw@h`@?`C~	PV-005948530981	CC1=CC=C(C(=O)N2CCN(C(=O)CC(F)(F)C(C)C)CC2)C2=NC=CC=C12		0	3.996	5	0	1
fmwyA@NZmGM^aAHJdLbbbTRTT^fTTTlYKSj}``djjZfjhT@@ !BHrQ??`JH?[_}bOvHosGRspJH@hbYwrnDpIf{Jqh_ltO@fQh_Tv]`YRqg_?{~_q`lFBplYp	PV-004254115395	CC(C)C1=C(NC(=O)NC2=C(C3=CC=C(F)C=C3F)N(C)N=C2)N(C)N=N1		0	2.1154	8	2	3
fcopP@D^BArRyEDiDdeCEEmhdmiJBfZvjjjefjB@j@@@ !BqvuNo|?RtLueGv\l@hcPsW?~YuLBbJ[_b@H@?ovH`CDknxPk@h`kn?vH@OxZGpJH@h`@?`JH	Z3590953896	COCC1=NOC=C1CNC(=O)C1(CC(=O)NC2=CC=C(C)C=C2)CCCC1		0	1.8856	7	2	3
figYB@AR}DkW@bLbbRrbRfaTRRRhsUlezN@B@HZejTJ@@ !BpIdZGuRDpIg@fURDpIdZGuRDpIg@fQh_UHPkn|BYFa}`YUMg?g|lYxPkf]~YwxPk	PV-006954753743	O=C(NC1=CN2N=CC=CC2=N1)C1=NC(C2=CC=C(Cl)C=C2)=NC=C1		0	1.801	7	1	1
fikab`KFSd@PrPuH]dArFRJIQKIRjQQEZBUDmAPQMUMUQ@@@ !B@h`BmpC~?X`BmpJw@h`Bb@Jw?Xc}bBs~?[\Bm{_}b@HBmwF?mpHBm{_}@k\Bmx`B	Z3611204083	COC(=O)C1(NC(=O)CCSC2=CC(F)=CC=C2F)CC(C(F)F)C1		0	2.3256	4	1	1
f`qPa@AF``@QhHrRPsYIQKLyYruUUMT`@@ !B`CEC@Tz@L[}N`K}NotyN`F\lYrs~@A}eGqiSFG?~	Z2969667927	CC1=CSC(CNC2CC(S(C)(=O)=O)C2)=N1		0	-0.1521	4	1	1
fmwh`@DLLfhMYEEDdlhiMUDhdlsaZsVuUUMUTmUUP@@ !Bs}Hq`F]Ss}HXKL?RYuLXKF]SFBsOtdz?FBplYuLXYuMgTq|Z?g}SYq}eaBm??ig_f]~DJp	Z1584320392	CC1=NC(CNC(=O)N2CCN(CCC(C)(C)C)C(=O)C2)=C2CCCCN12		0	2.8692	7	1	1
fi{qP@GMzAG@irJZQRIIiJYJIYQmF[ujjjjijejh@@ !Bvkwl?lV}qWwc?heE_kx@MP@Jq[wy{\U}q[wEo]j}{O{Eo\V}x?zUgYVbpy[CjYvj	PV-003086430334	CN1C=C(OCC(=O)NCC23CCC(C(=O)O)(CC2)C(C)(C)O3)C=N1		0	-0.6706	8	2	3
fmoy@@DTUt\u`rJIQRIQRiI[KQIV`yRVZvijh@@@jV``@@ !Bc^w_iah_YVASYvAeGvU`FfU`KF_~_x`Bf]~{UHc}bOt_YQ}eb@J{UHc}GvUeGv\l_?ygTp	PV-006825886205	CC1=CC=C2C(C(=O)NC(C)(C)C3=CC=C(C4=NNN=N4)C=C3)=NNC2=C1		0	2.2645	8	3	1
fnsPc@JVDDD`bPqHYEHUEElhdmDdkW`u[UUMMKP@T@@@ !B@k^H@k_}@k\Bm?vw@Oy??`Jw@k\@?`Jw`CGMsz[_aBoPsQ`lSk?Ps]CMSk|	Z4224155056	O=C1C=C(C2=COC(C3=CC=CC=C3)=N2)CCN1CC(F)(F)F		0	2.571	4	0	2
figab@IJmtDadTTRbrQfbRffSNRtdoQpDEUL@PtdP@@ !B?Xa??`JH?Xc}m?vH@ha??g?~?Xc}m?vw_?xBm?vw@OxBmpJw?[\@?k|qtl~Yw{lk	PV-003044904510	O=C(C1=CC=CC(C2=COC=C2)=C1)N1CCC2=C(C1)C(F)=CC=C2O		0	3.4278	4	1	2
fbmQB@BTrCDrJJIJIJQEGLx{tTpDEUUUQP@@ !BUHS@fVU`UHPZGuRDYVA`YUMgYVATaCF@tLw~_rqgFBpXKMCM@AD	Z4872248456	CC1=CC(Br)=C(N2CCCC23CCC(O)CC3)N=C1C		0	3.4715	3	1	2
ffsy@@DJuXLT`rJIQRJIPjYYBd[r\ejuATQIUKC@@@ !BfCDBmpJH?[_}b@C~^HlGbv|j@ha??`JHH@XQ_pC~Tv]SFCsWdOT_Fa}e	Z7592503426	O=C(NC1(C2=CC=NN2)CC1)C1=CC=CN=C1N1N=CC=N1		0	0.8358	8	2	2
fnkHa@NYKUPPXc`aIe]f[g]ZcKAbdmX@JfjZjhe@@ !BYVC_ieRDYVAeXERDYVC_ieRDJ{meXHPkUHP_FbpXUHS~@ELXTqc~@BpX_?x	PV-009793386650	CN1N=NC2=C1SC(C(=O)N(C1=CC=C(Br)C=C1)C1COC1)=C2		0	2.4374	6	0	3
fncaR@LPQhLPAFRREQJJJIPmRRtyJuSMUSUUP@@ !BECmSFA`lYuLq`A|Z?g|q`EMgYV@_YQaS`Dxq`G?~UHS_icF@LX@q`HANosD	PV-002817169705	CC1=C(C(=O)O)C(S(=O)(=O)NCC2CC(C(C)(C)C)C2)=C(C)O1		0	2.7748	6	2	2
ek`TLH@MBeFc`IAIVUvvUyvyg`PJKHiXzh@IjjjiiZJ`@@ !Bbp^KAxlGOyXj[xlGbp\j[xlGOyXj[xlGm?vH?_y??g~H?Yn[iIndf?y?m?vH?]CRSk}Tnz[@pId	PV-007727160037	CC1=COC=C1C(=O)N1CC2(CCC(NC(=O)C3=CC=C(CCF)C=C3)CC2)C1		0	3.7621	5	1	1
fcoHb`NRltuPRBIB\`nPwHYEIlheeLhdihTiBTdiIZjijZ@HZji@@@ !BSk~@Sdz?osF?LTz?bGv{Jyg_tl}}mw?~@k]}mw?~@k]}mwvw_?xBmwvH_[]??g?~_?{~@Oy?	PV-007664786872	O=C(NCC(F)(F)F)C1=CC=CC(NC(=O)C2=NNC(C3CC(F)(F)C3)=C2)=C1		0	2.7301	6	3	2
fi{`Q@IBKTXH``QdTTTtjbRrdTRIFN}t\uLt@ETuTP@@ !Bwz[MtKlkosDBbK\BSk|@?ovH@hc}b@C~@h`Bb@C~@haxbv|j^KSAPq@jjTBiPGbt	Z6681951824	CC1=CSC(C(=O)NC2=CC=C(C3(C(=O)O)CCOCC3)C=C2)=C1Cl		0	3.0921	5	2	2
fncpb@B\|qPLQIU[Vm]YUwjmfijjjh@H@@ !BDBjVPA@jDBixbzd?DBixbwbKAxlBmpJH@Ox@?`JH@Ox@?`JH@k\@?`C~@k\	PV-007047327996	O=C(NCC=CBr)NCC1(O)CCN(CC2=CC=CC=C2)CC1		0	1.6036	5	3	3
fnsiB@BTMfn`XbSJzk\k\}FASUl@ETuTD@P@@ !B?[\Bmw?~?[_}mw?~?[_}m?vw?[]??`Jw?[\@?`Jw@k_}mpC~_?xBmpJw@Ox	Z6045723709	NC1=CC=NC2=C1CN(C(=O)CCCC1=NC=C(Br)C=N1)CC2		0	1.213	6	1	3
fdy`b@LPP@HrRPqQR[PfLdHruUUUUT@@ !BiJR[fzR[fzS~_pC~fyn[i@C~_?{~_ynd?g|@?indiJR[fp	PV-002883560113	CC(C)C1CC(S(=O)(=O)N2CC(C)(C)C2(C)C)C1		0	3.041	3	0	2
ffcqB@LTUH@QdbfTRebbdTUisvRuijYjBh`h@@ !BUHS_iig@`CFH?@JwtmAN`Ovw@OxBb@Jw@O{}b@C~[uVVOpJH@k\BbOvH	Z2323949014	CSC1=NN(C)C=C1C(=O)N1C2=CC=CC=C2CCC1(C)C		0	2.7955	4	0	1
fi{```IVJBPyH]dArFQQQJJRfYQISZLDkVZpDQUM@DUD@@@ !Bl|nVOv|jAxlPUP^KWf]oJ`JHjS}xbpC~`hlBb@JH?X`@?`JH@hc}b@C~@h`BbK\B	PV-006876071449	O=C(CC1=CC(OC(F)F)=CC=C1)NC1(C2=C(F)C=CC=C2F)CC1		0	3.5813	3	1	3
fnsPQ@BRDkVPXdXcHhhdhedeCELf\lxmXBAjjBHH`@@ !B@h`@?ovH@h`BmpJH?Xc}mpC~?X`Bb@Jw@hc}b@C~?[\Bb@Jw_?xBm?vw?[\	Z7584260289	COC1=CC=CC(Cl)=C1NC(=O)C1=NC2=C(C=C1Br)OCCO2		0	3.4516	6	1	1
fleqa@DRMpTPQE@aIeggyYbT|fejZijZP@@ !BUKnYwxANbOwRspJHSk|@?ovHtLtBb@C~?X`Bb@JH_?x@?ovH	PV-002772690050	COC1=NC(Cl)=C(C(=O)NC2=C(C)C=CC(=O)N2)S1		0	2.0608	6	2	2
fcY@@DQSV^pILlrj|ksZjjqoCwM[UPTEEXTBdD@@ !BMJxBmpJH?[]oJgbt_?xBmze@jTC}m?vw^KQ??`Jw@k\BbG?~@O{}m|wP`DxBmpJwaERfpOvw	Z5073502553	N#CC1=CC(C2=CC=NC=C2)=CC(NC(=O)C2CCC(N3C=CN=N3)CC2)=C1		0	2.3606	7	1	3
fcohP@DRuEH@u[dTTTVbTRtRjTVdhJVoYZijfiZZZjj@@ !BShCPtf\lba@Pm_x@GvTPmQ|ZaEQSFABubaBYpIg@Ni|x}HhPaEQ@uig@OM^JDA|Zba@PmV~J	PV-006406909257	COC1=CN2N=CC(C(=O)N3CC(CNC(=O)C(C)(C)C)(C(N)=O)C3)=C2C=C1		0	-0.3865	9	2	2
fncaa@ERKTFIrPrJJIQPzYKQZY`oA`Hajjjfb@@ !B?Xa??`JH?Xc}m?vH_?xBb@Jw_?{}bOvw?Xa??g?~?X`Gm@^KA{RVPF}UA{P	PV-006743580700	COC(=O)CC1(C)CCN(C(=O)C2=C(F)C(C)=CC=C2Br)CC1		0	3.8746	4	0	2
fcoqP@LR|AB^krJIJQRiYJJFQHiFlt_QmUT@ETuUUE@@@ !BlnIeXLBYwzYTaJ[@f]?_ifU`pIeTaERDpIeTaERDpIeeXERDFa}SYvAe?g|lY?y?FELXTsF?	Z4934742860	COCC12CC(C(=O)N(C)CC3=CC=C(NC(=O)OC(C)(C)C)N=C3)(CO1)C2		0	1.4011	8	1	3
fi{ac@GPQX@QfPKHYIHXddbihdiEKKRZ}FmAADuUUTT@@ !B@Oy??ox@?g~H?K_|?g?~@Ox@?g~w@ox@b@Jw@k]}?`Bw@k\BOyYU[?x@fzRdiJRd	Z3706123575	CCCS(=O)(=O)C1=CC=C(C(=O)N2CC(F)(F)CC3(CCC3)C2)C=C1		0	3.2401	4	0	3
figHb@NIsTs`QBSLlo{\jklyKVRm{@@AEMKTlE@@@ !B_?{}bOvw_?xBbG?~?[_}bOvH?[\BbOvw_?{}bOvw@k]??ovw?[]??m~YJ{lqo{_}	PV-009207540085	CC1=NN2C=C(C(=O)OCC3=NC4=CC=CC=C4C(Cl)=C3)C=NC2=C1		0	2.2673	6	0	1
fnkx@@@PIPtRiRrsokLlxihvZe[KUUUTsUTh@@ !B@OyeXAi`GqhXKF@ZnrnYpOx@Gqh_Fig@Gqh_Fklkf\@_Foy?GqiSYyg@GvT	Z4436887378	CC1=NN=C(N2CCN(CC3=CC=CN4N=CC=C34)CC2)N1C		0	-0.0176	7	0	2
fnkQ`@LN@anQQIIIYQQIPiTYIPXuZuT@PDEU@P@@ !B@OxBb@Jw@Ox@?`Jw@k\@?`C~@k\@?`Jw@h`@?ovw@OxBbAAUAxnVOyX?Axl	Z6474688532	O=C1NC2=CC=C(C3=CC=CN=C3C3CCOCC3)C=C2CO1		0	2.1702	5	1	2
fnsQB@@q|BPRYeeYv[mYJrZm``@hIhj``@@ !B@k\@?ovw@h`BmpJw@O{}bOvw?[^JkpJH@hc}m}T}XBV@MovHbOvw@fclQJl	PV-008443388249	CC(C)CC1=CC=C(C2=CC=CC3=C2C(=O)NCCN3)C(F)=C1		0	3.6907	3	2	3
fegq``LZsAB`AGY@\aNPrRPqIFYRJKKYR\EyIZkUUMUA@UU@@@ !BUrLGm@Jw@h`@?ovw@OxBbOvwV`M??ovwmpJH?_vw?`Bw?_vwmpJw@k_}mpJw@`JH?[\	Z5601141517	O=C(CN1CCCCS1(=O)=O)NC1(C2=CC=C(C(F)(F)F)N=C2)CCC1		0	1.0565	6	1	1
fjmqa@LZCAG`AB`cIICDdeeeDdiZbeZjjjiji@@ !B\[}q`@C~_?xBmpJH_?x@?`C~_?xBbOvw@Ox@?bpXKF]`YV@ZFBpXTp	Z4264042974	CSCCS(=O)(=O)N1CCN(CC2=NC(C)=C(C)O2)CC1		0	0.8834	6	0	3
fbmQb@IAMYHHcHhheEhXThdpTmIs@@ACTuA@@@ !B?[]??`Jw?[_}bOvw_?xBmw?~?[_}bG?~@k_}m?vwosGRsyg_nrl	PV-003078027495	O=C(OCC1=NOCC1)C1=CN=CC2=C(Cl)C=CC=C12		0	3.1879	5	0	3
fmgPR`CAe{hpRGICT`VPkHYEEDhhbbihmHYdpQkPDQMTuUSTH@@ !B@OxBmpJH@O{}mpC~@k\BbK|qtl|BbIg_nrmNov]StLuNoq`lSk~@Sk|qSk?PsV]SSk}Nop	PV-007041155348	CCOC(=O)C(F)(F)CN(C)C(=O)C1=NOC(C2=C(F)C=C(F)C=C2F)=C1		0	2.555	6	0	3
fchP@DLmwXDyWdTTTRTRvRRebVTeYQhizMjijjjiffZZ@@ !Bb@JH?_x@b@K~_v\lFBrH?Xc}Ff@_YVU`?g?}b@JHbOtBbOvHb@K~_v]SFELZGvT_KF_MsxAN	PV-005287455356	CN1C(C(=O)N2CCN(C(=O)C3=CNC(C(N)=O)=C3)CC2)=CC2=C1CCOC2		0	-0.6198	9	2	2
fi{p``LZ}A@@at`VP[HYIHTeHhld]EEMJw`}FmUUMTpQAP@@ !BTq`lYq`lYuLq`F]SLX@lYv]STqbDUK\BYuMSFLwPil@BbOvH@Oy??`JH@k\Bb@C~	Z4267605170	O=S(=O)(CC1(CF)CCC1)NCC1=NN(C2=C(F)C=CC=C2F)C=C1		0	1.6401	5	1	3
fakpa@IF[jhIAD`dwJzvtt||DDn^tuUSUUTuT@@ !B@k\@?ovw_?xBm?vw?[\Bmv}UjS|lIV}UjS}@jS~VjS~iOyY@PJfiO?mK^Hm@jP	Z5147079233	NC(=O)C1(C2(NC(=O)NC3CCC(=C(F)F)CC3)CCC2)CCC1		0	2.0875	5	3	1
fcYC@JLBWj@dDRFICHiCDhddeJhdlhepUgUZo]TuUUM@ATkD@@ !BYuLlY{tHYuO~_q|ZGvUSYvU`s\~?LVU`osGMs}~fUHQeXERDwzYeXFU`wzYeXA|ZKAc~@ELX	Z5282876356	O=C(CN1C(C(F)(F)F)=NC2=C1CCCC2)NC1=CC=C(N2C=CN=C2)N=C1		0	2.659	7	1	2
fmoX`@DLUjkPYrJJJKIRIHiRjIJRcVbd\vjfZjiVjVj`@@ !BJ{o_iah_YV@knvAeTv]eXOy?KF^?b]x@|LJDJyg_l}bYwxPkIcb?b[~IzrS]}x?mOy[wp`	PV-005041069800	CC1=NN(CC(=O)NC2(CN(C)C(=O)C3=CN4C=CC=CC4=N3)CC2)C=C1		0	-0.3286	8	1	2
fakq@`NJRp@QVP[H]dDieoVumuheG^bfiVj@Bjjh`@@ !BwzXBbKlkLX@kaA|Zim~fpKlkilBfwq|Znrn{Jq|Z?g}SYq}eYQ}eGvT_Gqi`YP	Z6417686175	NCC1=CSC(C(=O)NC2=CC=C3CN(CC(F)(F)F)CC3=C2)=C1		0	1.5624	4	2	2
figpP@B\TAEliMrvkwLkjsbmQsUkTmUSRDAUP@@ !BKF^@SlwOwydBmsF?J{o@fQh_Fa?@f\BYUHPZGvAeTv_~_x`BKF^H?Xc}b@JH@hc}	Z6644472071	CC1=CC2=C(C=C1C)C(C(=O)N1CCN3C=NC(C(=O)O)=C3C1)=CO2		0	2.1323	7	1	3
ek`TLH@JFIMM`ICHiEdeEMMEheEEflJGHbnfejjjYjBHhjjb@@@ !BmpJw@`JH_[\BbGvwAR@Bm{~viJP@?gvwfzRdiG?~@k^diGvw_Xa}myndiJPBmw?~?XbdiJRdAR@	PV-008933234055	CCC1=C(C)C=CC=C1C(=O)NCC1(F)CN(C(=O)C2CC3(CC(OC)C3)C2)C1		0	3.0335	5	1	3
fdy@b@AA@DYHhdeHceD^ZTZ``jJjb@@ !B_?xBbOvw?X`BbG?~_?zw@hc}@hc}b@JH_?xBbHc}_?{}b@	Z7780514976	COCC1=CC=C(SCC2(O)CC(C)(C)C2)C=C1		0	2.9019	2	1	1
ffsiB@D\EzNPQFQQJJZZKFJIJgEVLxmX@bjjjiRh@@ !BT?{}m?vH_?y??`JH?Xc}mxc}@ha_AWi_@hazWwi_WpTPm_MGWpUa_uqW	Z4961585990	OCC1(N2C=CC=N2)CN(C2=NC=C(C3CCC3)C(Cl)=N2)C1		0	2.1776	6	1	2
fa{Pb@B}bdDadTTRbrRfbTRQYKUlmkvB@@H`fB@`@@ !B_?{}m?vH@k]??g?~?[\@?ovH@k\Bmw?~@O{}m?vH?[\Bmw?~@k]??g?~?[_}mp	PV-005223722834	O=C1CCOC2=CC=C(C3=CC(C4=CC=NN=C4)=CC=C3F)C=C12		0	3.266	4	0	2
fluiB@DDyXL`RFQQQEJZJIKDY[tTtuTsTrm@@@ !BKAaeX@C~FBp_Fai`XAjfpKmTXAhZXAaS@O{}bA`l@h`BbOvH	Z7729684806	CN1N=C(NC(=O)C2=C3C=CC=NN3C=C2)C=C1F		0	0.2937	6	1	1
flyQ``DRD{pLR`PFPcHYEDhcLiEDlReKTuTuT@@ !BYuL_Foy?Tv\_YQaS_?xe_Gvw_?{~_?x@_?xgtxa}?`A??oy?	Z6673576222	COC(=O)C(CF)(CF)NC(=O)C1=NC(Br)=C(C)S1		0	1.0238	5	1	3
fa{qC@BRlXFHvP{HYEDeDdUMEHdcJLdiM\effiYjjjjj@@ !Bim~{JvAeim~fwvAeTv]`Y_y?KF]eGw}QUKmeG|BfUKlcUu]\UKo@ie]\wg~@bP	Z7597173514	CC1=CC(Br)=CN2C=C(C(=O)N3CCC(F)(F)CC34CCC4)N=C12		0	3.3742	4	0	1
